TIME,DATA_VALUE,retrieved_at
20080630,6.05,2026-09-11
20080701,6.02,2026-09-11
20080702,6.12,2026-09-11
20080703,6.2,2026-09-11
20080704,6.19,2026-09-11
20080707,6.19,2026-09-11
20080708,6.14,2026-09-11
20080709,6.07,2026-09-11
20080710,6.09,2026-09-11
20080711,6.12,2026-09-11
20080714,6.11,2026-09-11
20080715,6.07,2026-09-11
20080716,6.02,2026-09-11
20080717,5.94,2026-09-11
20080718,5.96,2026-09-11
20080721,6.07,2026-09-11
20080722,5.93,2026-09-11
20080723,5.92,2026-09-11
20080724,5.9,2026-09-11
20080725,5.88,2026-09-11
20080728,5.96,2026-09-11
20080729,5.93,2026-09-11
20080730,5.89,2026-09-11
20080731,5.92,2026-09-11
20080801,5.85,2026-09-11
20080804,5.91,2026-09-11
20080805,5.86,2026-09-11
20080806,5.79,2026-09-11
20080807,5.74,2026-09-11
20080808,5.76,2026-09-11
20080811,5.78,2026-09-11
20080812,5.82,2026-09-11
20080813,5.84,2026-09-11
20080814,5.97,2026-09-11
20080818,6.03,2026-09-11
20080819,5.95,2026-09-11
20080820,5.91,2026-09-11
20080821,5.91,2026-09-11
20080822,6.01,2026-09-11
20080825,6.07,2026-09-11
20080826,6.03,2026-09-11
20080827,6,2026-09-11
20080828,5.95,2026-09-11
20080829,5.96,2026-09-11
20080901,6.07,2026-09-11
20080902,6.14,2026-09-11
20080903,6.05,2026-09-11
20080904,5.99,2026-09-11
20080905,5.96,2026-09-11
20080908,5.91,2026-09-11
20080909,5.91,2026-09-11
20080910,5.89,2026-09-11
20080911,5.86,2026-09-11
20080912,5.85,2026-09-11
20080916,5.73,2026-09-11
20080917,5.83,2026-09-11
20080918,6.1,2026-09-11
20080919,6,2026-09-11
20080922,6.04,2026-09-11
20080923,6.06,2026-09-11
20080924,6.08,2026-09-11
20080925,6.1,2026-09-11
20080926,6.15,2026-09-11
20080929,6.11,2026-09-11
20080930,5.86,2026-09-11
20081001,5.87,2026-09-11
20081002,5.82,2026-09-11
20081006,5.89,2026-09-11
20081007,5.72,2026-09-11
20081008,5.73,2026-09-11
20081009,5.47,2026-09-11
20081010,5.4,2026-09-11
20081013,5.49,2026-09-11
20081014,5.5,2026-09-11
20081015,5.47,2026-09-11
20081016,5.6,2026-09-11
20081017,5.48,2026-09-11
20081020,5.5,2026-09-11
20081021,5.49,2026-09-11
20081022,5.37,2026-09-11
20081023,5.42,2026-09-11
20081024,5.47,2026-09-11
20081027,5.22,2026-09-11
20081028,5.32,2026-09-11
20081029,5.53,2026-09-11
20081030,5.5,2026-09-11
20081031,5.49,2026-09-11
20081103,5.58,2026-09-11
20081104,5.51,2026-09-11
20081105,5.42,2026-09-11
20081106,5.33,2026-09-11
20081107,5.43,2026-09-11
20081110,5.59,2026-09-11
20081111,5.61,2026-09-11
20081112,5.56,2026-09-11
20081113,5.85,2026-09-11
20081114,6.05,2026-09-11
20081117,5.91,2026-09-11
20081118,6.06,2026-09-11
20081119,5.91,2026-09-11
20081120,5.91,2026-09-11
20081121,5.81,2026-09-11
20081124,5.88,2026-09-11
20081125,5.88,2026-09-11
20081126,5.77,2026-09-11
20081127,5.74,2026-09-11
20081128,5.75,2026-09-11
20081201,5.63,2026-09-11
20081202,5.5,2026-09-11
20081203,5.35,2026-09-11
20081204,5.41,2026-09-11
20081205,5.23,2026-09-11
20081208,5.26,2026-09-11
20081209,5.21,2026-09-11
20081210,5.2,2026-09-11
20081211,4.96,2026-09-11
20081212,4.85,2026-09-11
20081215,4.81,2026-09-11
20081216,4.74,2026-09-11
20081217,4.74,2026-09-11
20081218,4.67,2026-09-11
20081219,4.57,2026-09-11
20081222,4.6,2026-09-11
20081223,4.59,2026-09-11
20081224,4.49,2026-09-11
20081226,4.45,2026-09-11
20081229,4.4,2026-09-11
20081230,4.22,2026-09-11
20081231,4.22,2026-09-11
20090102,4.25,2026-09-11
20090105,4.22,2026-09-11
20090106,4.24,2026-09-11
20090107,4.35,2026-09-11
20090108,4.16,2026-09-11
20090109,4.37,2026-09-11
20090112,4.42,2026-09-11
20090113,4.39,2026-09-11
20090114,4.28,2026-09-11
20090115,4.47,2026-09-11
20090116,4.53,2026-09-11
20090119,4.43,2026-09-11
20090120,4.52,2026-09-11
20090121,4.49,2026-09-11
20090122,4.5,2026-09-11
20090123,4.5,2026-09-11
20090128,4.51,2026-09-11
20090129,4.57,2026-09-11
20090130,4.71,2026-09-11
20090202,5.05,2026-09-11
20090203,5.2,2026-09-11
20090204,5.2,2026-09-11
20090205,5.31,2026-09-11
20090206,5.27,2026-09-11
20090209,5.29,2026-09-11
20090210,5.31,2026-09-11
20090211,5.27,2026-09-11
20090212,5.25,2026-09-11
20090213,5.19,2026-09-11
20090216,5.26,2026-09-11
20090217,5.51,2026-09-11
20090218,5.45,2026-09-11
20090219,5.34,2026-09-11
20090220,5.27,2026-09-11
20090223,5.15,2026-09-11
20090224,5.15,2026-09-11
20090225,5.16,2026-09-11
20090226,5.06,2026-09-11
20090227,5.06,2026-09-11
20090302,5.1,2026-09-11
20090303,5.04,2026-09-11
20090304,5.03,2026-09-11
20090305,5.07,2026-09-11
20090306,5.03,2026-09-11
20090309,5.06,2026-09-11
20090310,4.88,2026-09-11
20090311,4.91,2026-09-11
20090312,4.84,2026-09-11
20090313,4.88,2026-09-11
20090316,4.95,2026-09-11
20090317,4.85,2026-09-11
20090318,4.87,2026-09-11
20090319,4.73,2026-09-11
20090320,4.77,2026-09-11
20090323,4.94,2026-09-11
20090324,5.01,2026-09-11
20090325,5,2026-09-11
20090326,5.08,2026-09-11
20090327,5.06,2026-09-11
20090330,5.15,2026-09-11
20090331,5.17,2026-09-11
20090401,5.08,2026-09-11
20090402,5.06,2026-09-11
20090403,5.05,2026-09-11
20090406,5.13,2026-09-11
20090407,5.13,2026-09-11
20090408,5.08,2026-09-11
20090409,5.03,2026-09-11
20090410,5.04,2026-09-11
20090413,5.04,2026-09-11
20090414,4.99,2026-09-11
20090415,4.89,2026-09-11
20090416,4.9,2026-09-11
20090417,4.84,2026-09-11
20090420,4.82,2026-09-11
20090421,4.81,2026-09-11
20090422,4.84,2026-09-11
20090423,4.83,2026-09-11
20090424,4.72,2026-09-11
20090427,4.73,2026-09-11
20090428,4.56,2026-09-11
20090429,4.56,2026-09-11
20090430,4.69,2026-09-11
20090504,4.86,2026-09-11
20090506,4.88,2026-09-11
20090507,5.06,2026-09-11
20090508,5.07,2026-09-11
20090511,5.12,2026-09-11
20090512,5.02,2026-09-11
20090513,5.03,2026-09-11
20090514,4.97,2026-09-11
20090515,5.01,2026-09-11
20090518,4.99,2026-09-11
20090519,5.1,2026-09-11
20090520,5.11,2026-09-11
20090521,5.09,2026-09-11
20090522,5.08,2026-09-11
20090525,5.05,2026-09-11
20090526,5.05,2026-09-11
20090527,5.09,2026-09-11
20090528,5.17,2026-09-11
20090529,5.17,2026-09-11
20090601,5.15,2026-09-11
20090602,5.19,2026-09-11
20090603,5.14,2026-09-11
20090604,5.11,2026-09-11
20090605,5.12,2026-09-11
20090608,5.28,2026-09-11
20090609,5.3,2026-09-11
20090610,5.32,2026-09-11
20090611,5.48,2026-09-11
20090612,5.41,2026-09-11
20090615,5.38,2026-09-11
20090616,5.35,2026-09-11
20090617,5.32,2026-09-11
20090618,5.24,2026-09-11
20090619,5.25,2026-09-11
20090622,5.29,2026-09-11
20090623,5.25,2026-09-11
20090624,5.22,2026-09-11
20090625,5.26,2026-09-11
20090626,5.21,2026-09-11
20090629,5.15,2026-09-11
20090630,5.19,2026-09-11
20090701,5.08,2026-09-11
20090702,5.05,2026-09-11
20090703,5.04,2026-09-11
20090706,5.08,2026-09-11
20090707,5.14,2026-09-11
20090708,5.09,2026-09-11
20090709,5.04,2026-09-11
20090710,4.98,2026-09-11
20090713,5.03,2026-09-11
20090714,5.07,2026-09-11
20090715,5.15,2026-09-11
20090716,5.16,2026-09-11
20090717,5.26,2026-09-11
20090720,5.38,2026-09-11
20090721,5.35,2026-09-11
20090722,5.37,2026-09-11
20090723,5.26,2026-09-11
20090724,5.26,2026-09-11
20090727,5.27,2026-09-11
20090728,5.27,2026-09-11
20090729,5.3,2026-09-11
20090730,5.25,2026-09-11
20090731,5.33,2026-09-11
20090803,5.39,2026-09-11
20090804,5.37,2026-09-11
20090805,5.4,2026-09-11
20090806,5.43,2026-09-11
20090807,5.4,2026-09-11
20090810,5.44,2026-09-11
20090811,5.44,2026-09-11
20090812,5.46,2026-09-11
20090813,5.49,2026-09-11
20090814,5.53,2026-09-11
20090817,5.46,2026-09-11
20090818,5.49,2026-09-11
20090819,5.41,2026-09-11
20090820,5.47,2026-09-11
20090821,5.42,2026-09-11
20090824,5.52,2026-09-11
20090825,5.46,2026-09-11
20090826,5.44,2026-09-11
20090827,5.4,2026-09-11
20090828,5.44,2026-09-11
20090831,5.46,2026-09-11
20090901,5.45,2026-09-11
20090902,5.38,2026-09-11
20090903,5.34,2026-09-11
20090904,5.35,2026-09-11
20090907,5.37,2026-09-11
20090908,5.35,2026-09-11
20090909,5.34,2026-09-11
20090910,5.45,2026-09-11
20090911,5.43,2026-09-11
20090914,5.44,2026-09-11
20090915,5.4,2026-09-11
20090916,5.38,2026-09-11
20090917,5.35,2026-09-11
20090918,5.32,2026-09-11
20090921,5.37,2026-09-11
20090922,5.4,2026-09-11
20090923,5.37,2026-09-11
20090924,5.36,2026-09-11
20090925,5.35,2026-09-11
20090928,5.36,2026-09-11
20090929,5.38,2026-09-11
20090930,5.34,2026-09-11
20091001,5.32,2026-09-11
20091005,5.3,2026-09-11
20091006,5.37,2026-09-11
20091007,5.36,2026-09-11
20091008,5.35,2026-09-11
20091009,5.28,2026-09-11
20091012,5.37,2026-09-11
20091013,5.38,2026-09-11
20091014,5.39,2026-09-11
20091015,5.43,2026-09-11
20091016,5.52,2026-09-11
20091019,5.53,2026-09-11
20091020,5.53,2026-09-11
20091021,5.53,2026-09-11
20091022,5.55,2026-09-11
20091023,5.6,2026-09-11
20091026,5.63,2026-09-11
20091027,5.54,2026-09-11
20091028,5.51,2026-09-11
20091029,5.44,2026-09-11
20091030,5.43,2026-09-11
20091102,5.4,2026-09-11
20091103,5.4,2026-09-11
20091104,5.44,2026-09-11
20091105,5.43,2026-09-11
20091106,5.47,2026-09-11
20091109,5.5,2026-09-11
20091110,5.5,2026-09-11
20091111,5.47,2026-09-11
20091112,5.38,2026-09-11
20091113,5.38,2026-09-11
20091116,5.46,2026-09-11
20091117,5.4,2026-09-11
20091118,5.41,2026-09-11
20091119,5.35,2026-09-11
20091120,5.34,2026-09-11
20091123,5.38,2026-09-11
20091124,5.37,2026-09-11
20091125,5.34,2026-09-11
20091126,5.31,2026-09-11
20091127,5.24,2026-09-11
20091130,5.25,2026-09-11
20091201,5.22,2026-09-11
20091202,5.3,2026-09-11
20091203,5.28,2026-09-11
20091204,5.27,2026-09-11
20091207,5.32,2026-09-11
20091208,5.25,2026-09-11
20091209,5.24,2026-09-11
20091210,5.32,2026-09-11
20091211,5.3,2026-09-11
20091214,5.3,2026-09-11
20091215,5.25,2026-09-11
20091216,5.3,2026-09-11
20091217,5.3,2026-09-11
20091218,5.25,2026-09-11
20091221,5.28,2026-09-11
20091222,5.37,2026-09-11
20091223,5.34,2026-09-11
20091224,5.36,2026-09-11
20091228,5.39,2026-09-11
20091229,5.4,2026-09-11
20091230,5.39,2026-09-11
20091231,5.39,2026-09-11
20100104,5.43,2026-09-11
20100105,5.35,2026-09-11
20100106,5.38,2026-09-11
20100107,5.29,2026-09-11
20100108,5.36,2026-09-11
20100111,5.38,2026-09-11
20100112,5.37,2026-09-11
20100113,5.36,2026-09-11
20100114,5.34,2026-09-11
20100115,5.36,2026-09-11
20100118,5.39,2026-09-11
20100119,5.34,2026-09-11
20100120,5.34,2026-09-11
20100121,5.34,2026-09-11
20100122,5.33,2026-09-11
20100125,5.35,2026-09-11
20100126,5.31,2026-09-11
20100127,5.33,2026-09-11
20100128,5.38,2026-09-11
20100129,5.34,2026-09-11
20100201,5.36,2026-09-11
20100202,5.34,2026-09-11
20100203,5.35,2026-09-11
20100204,5.36,2026-09-11
20100205,5.32,2026-09-11
20100208,5.35,2026-09-11
20100209,5.36,2026-09-11
20100210,5.36,2026-09-11
20100211,5.31,2026-09-11
20100212,5.29,2026-09-11
20100216,5.3,2026-09-11
20100217,5.3,2026-09-11
20100218,5.29,2026-09-11
20100219,5.31,2026-09-11
20100222,5.3,2026-09-11
20100223,5.27,2026-09-11
20100224,5.22,2026-09-11
20100225,5.13,2026-09-11
20100226,5.14,2026-09-11
20100302,5.14,2026-09-11
20100303,5.11,2026-09-11
20100304,5.06,2026-09-11
20100305,5.04,2026-09-11
20100308,5.04,2026-09-11
20100309,5.03,2026-09-11
20100310,5.01,2026-09-11
20100311,4.89,2026-09-11
20100312,4.84,2026-09-11
20100315,4.85,2026-09-11
20100316,4.83,2026-09-11
20100317,4.79,2026-09-11
20100318,4.74,2026-09-11
20100319,4.72,2026-09-11
20100322,4.68,2026-09-11
20100323,4.81,2026-09-11
20100324,4.94,2026-09-11
20100325,4.86,2026-09-11
20100326,4.91,2026-09-11
20100329,4.98,2026-09-11
20100330,4.99,2026-09-11
20100331,4.95,2026-09-11
20100401,4.91,2026-09-11
20100402,4.93,2026-09-11
20100405,4.96,2026-09-11
20100406,4.94,2026-09-11
20100407,4.88,2026-09-11
20100408,4.81,2026-09-11
20100409,4.83,2026-09-11
20100412,4.94,2026-09-11
20100413,4.95,2026-09-11
20100414,4.98,2026-09-11
20100415,4.97,2026-09-11
20100416,4.93,2026-09-11
20100419,4.94,2026-09-11
20100420,4.94,2026-09-11
20100421,4.97,2026-09-11
20100422,4.94,2026-09-11
20100423,4.91,2026-09-11
20100426,4.9,2026-09-11
20100427,4.84,2026-09-11
20100428,4.83,2026-09-11
20100429,4.81,2026-09-11
20100430,4.82,2026-09-11
20100503,4.86,2026-09-11
20100504,4.86,2026-09-11
20100506,4.93,2026-09-11
20100507,4.89,2026-09-11
20100510,4.96,2026-09-11
20100511,4.9,2026-09-11
20100512,4.97,2026-09-11
20100513,4.98,2026-09-11
20100514,4.99,2026-09-11
20100517,5.04,2026-09-11
20100518,5.04,2026-09-11
20100519,5.03,2026-09-11
20100520,5,2026-09-11
20100524,4.94,2026-09-11
20100525,4.92,2026-09-11
20100526,4.96,2026-09-11
20100527,4.93,2026-09-11
20100528,4.94,2026-09-11
20100531,4.93,2026-09-11
20100601,4.89,2026-09-11
20100603,4.9,2026-09-11
20100604,4.91,2026-09-11
20100607,4.88,2026-09-11
20100608,4.9,2026-09-11
20100609,4.89,2026-09-11
20100610,4.92,2026-09-11
20100611,4.94,2026-09-11
20100614,4.94,2026-09-11
20100615,4.92,2026-09-11
20100616,4.9,2026-09-11
20100617,4.9,2026-09-11
20100618,4.91,2026-09-11
20100621,4.98,2026-09-11
20100622,4.99,2026-09-11
20100623,4.99,2026-09-11
20100624,4.98,2026-09-11
20100625,4.99,2026-09-11
20100628,4.99,2026-09-11
20100629,4.96,2026-09-11
20100630,4.95,2026-09-11
20100701,4.92,2026-09-11
20100702,4.91,2026-09-11
20100705,4.92,2026-09-11
20100706,4.91,2026-09-11
20100707,4.93,2026-09-11
20100708,4.96,2026-09-11
20100709,4.94,2026-09-11
20100712,4.95,2026-09-11
20100713,4.94,2026-09-11
20100714,4.94,2026-09-11
20100715,4.91,2026-09-11
20100716,4.91,2026-09-11
20100719,4.91,2026-09-11
20100720,4.91,2026-09-11
20100721,4.91,2026-09-11
20100722,4.89,2026-09-11
20100723,4.9,2026-09-11
20100726,4.89,2026-09-11
20100727,4.87,2026-09-11
20100728,4.87,2026-09-11
20100729,4.84,2026-09-11
20100730,4.84,2026-09-11
20100802,4.86,2026-09-11
20100803,4.85,2026-09-11
20100804,4.82,2026-09-11
20100805,4.84,2026-09-11
20100806,4.85,2026-09-11
20100809,4.85,2026-09-11
20100810,4.84,2026-09-11
20100811,4.8,2026-09-11
20100812,4.76,2026-09-11
20100813,4.75,2026-09-11
20100816,4.75,2026-09-11
20100817,4.75,2026-09-11
20100818,4.7,2026-09-11
20100819,4.61,2026-09-11
20100820,4.52,2026-09-11
20100823,4.53,2026-09-11
20100824,4.54,2026-09-11
20100825,4.54,2026-09-11
20100826,4.47,2026-09-11
20100827,4.43,2026-09-11
20100830,4.44,2026-09-11
20100831,4.38,2026-09-11
20100901,4.42,2026-09-11
20100902,4.38,2026-09-11
20100903,4.43,2026-09-11
20100906,4.49,2026-09-11
20100907,4.43,2026-09-11
20100908,4.37,2026-09-11
20100909,4.21,2026-09-11
20100910,4.24,2026-09-11
20100913,4.24,2026-09-11
20100914,4.23,2026-09-11
20100915,4.24,2026-09-11
20100916,4.19,2026-09-11
20100917,4.25,2026-09-11
20100920,4.3,2026-09-11
20100924,4.25,2026-09-11
20100927,4.21,2026-09-11
20100928,4.2,2026-09-11
20100929,4.13,2026-09-11
20100930,4.11,2026-09-11
20101001,4,2026-09-11
20101004,4.01,2026-09-11
20101005,3.98,2026-09-11
20101006,4,2026-09-11
20101007,4,2026-09-11
20101008,3.99,2026-09-11
20101011,4.06,2026-09-11
20101012,4.04,2026-09-11
20101013,4.07,2026-09-11
20101014,3.91,2026-09-11
20101015,3.92,2026-09-11
20101018,3.97,2026-09-11
20101019,4.08,2026-09-11
20101020,4.14,2026-09-11
20101021,4.18,2026-09-11
20101022,4.22,2026-09-11
20101025,4.3,2026-09-11
20101026,4.33,2026-09-11
20101027,4.39,2026-09-11
20101028,4.26,2026-09-11
20101029,4.36,2026-09-11
20101101,4.39,2026-09-11
20101102,4.45,2026-09-11
20101103,4.44,2026-09-11
20101104,4.5,2026-09-11
20101105,4.53,2026-09-11
20101108,4.57,2026-09-11
20101109,4.58,2026-09-11
20101110,4.5,2026-09-11
20101111,4.52,2026-09-11
20101112,4.54,2026-09-11
20101115,4.57,2026-09-11
20101116,4.46,2026-09-11
20101117,4.44,2026-09-11
20101118,4.44,2026-09-11
20101119,4.48,2026-09-11
20101122,4.49,2026-09-11
20101123,4.56,2026-09-11
20101124,4.48,2026-09-11
20101125,4.43,2026-09-11
20101126,4.47,2026-09-11
20101129,4.42,2026-09-11
20101130,4.38,2026-09-11
20101201,4.36,2026-09-11
20101202,4.37,2026-09-11
20101203,4.36,2026-09-11
20101206,4.32,2026-09-11
20101207,4.31,2026-09-11
20101208,4.37,2026-09-11
20101209,4.38,2026-09-11
20101210,4.36,2026-09-11
20101213,4.47,2026-09-11
20101214,4.48,2026-09-11
20101215,4.58,2026-09-11
20101216,4.55,2026-09-11
20101217,4.57,2026-09-11
20101220,4.55,2026-09-11
20101221,4.49,2026-09-11
20101222,4.47,2026-09-11
20101223,4.47,2026-09-11
20101224,4.49,2026-09-11
20101227,4.51,2026-09-11
20101228,4.53,2026-09-11
20101229,4.53,2026-09-11
20101230,4.52,2026-09-11
20101231,4.52,2026-09-11
20110103,4.57,2026-09-11
20110104,4.59,2026-09-11
20110105,4.63,2026-09-11
20110106,4.7,2026-09-11
20110107,4.71,2026-09-11
20110110,4.72,2026-09-11
20110111,4.7,2026-09-11
20110112,4.65,2026-09-11
20110113,4.71,2026-09-11
20110114,4.69,2026-09-11
20110117,4.69,2026-09-11
20110118,4.67,2026-09-11
20110119,4.72,2026-09-11
20110120,4.71,2026-09-11
20110121,4.73,2026-09-11
20110124,4.76,2026-09-11
20110125,4.76,2026-09-11
20110126,4.73,2026-09-11
20110127,4.71,2026-09-11
20110128,4.71,2026-09-11
20110131,4.72,2026-09-11
20110201,4.72,2026-09-11
20110207,4.8,2026-09-11
20110208,4.81,2026-09-11
20110209,4.82,2026-09-11
20110210,4.79,2026-09-11
20110211,4.81,2026-09-11
20110214,4.83,2026-09-11
20110215,4.82,2026-09-11
20110216,4.82,2026-09-11
20110217,4.82,2026-09-11
20110218,4.8,2026-09-11
20110221,4.76,2026-09-11
20110222,4.68,2026-09-11
20110223,4.71,2026-09-11
20110224,4.67,2026-09-11
20110225,4.66,2026-09-11
20110228,4.67,2026-09-11
20110302,4.68,2026-09-11
20110303,4.71,2026-09-11
20110304,4.71,2026-09-11
20110307,4.7,2026-09-11
20110308,4.68,2026-09-11
20110309,4.63,2026-09-11
20110310,4.49,2026-09-11
20110311,4.44,2026-09-11
20110314,4.35,2026-09-11
20110315,4.27,2026-09-11
20110316,4.37,2026-09-11
20110317,4.41,2026-09-11
20110318,4.46,2026-09-11
20110321,4.5,2026-09-11
20110322,4.5,2026-09-11
20110323,4.49,2026-09-11
20110324,4.47,2026-09-11
20110325,4.48,2026-09-11
20110328,4.47,2026-09-11
20110329,4.47,2026-09-11
20110330,4.49,2026-09-11
20110331,4.48,2026-09-11
20110401,4.46,2026-09-11
20110404,4.45,2026-09-11
20110405,4.44,2026-09-11
20110406,4.46,2026-09-11
20110407,4.45,2026-09-11
20110408,4.48,2026-09-11
20110411,4.49,2026-09-11
20110412,4.49,2026-09-11
20110413,4.5,2026-09-11
20110414,4.5,2026-09-11
20110415,4.49,2026-09-11
20110418,4.45,2026-09-11
20110419,4.44,2026-09-11
20110420,4.45,2026-09-11
20110421,4.48,2026-09-11
20110422,4.5,2026-09-11
20110425,4.52,2026-09-11
20110426,4.53,2026-09-11
20110427,4.54,2026-09-11
20110428,4.52,2026-09-11
20110429,4.48,2026-09-11
20110502,4.47,2026-09-11
20110503,4.47,2026-09-11
20110504,4.47,2026-09-11
20110506,4.43,2026-09-11
20110509,4.44,2026-09-11
20110511,4.41,2026-09-11
20110512,4.34,2026-09-11
20110513,4.37,2026-09-11
20110516,4.35,2026-09-11
20110517,4.34,2026-09-11
20110518,4.33,2026-09-11
20110519,4.33,2026-09-11
20110520,4.33,2026-09-11
20110523,4.27,2026-09-11
20110524,4.26,2026-09-11
20110525,4.22,2026-09-11
20110526,4.26,2026-09-11
20110527,4.24,2026-09-11
20110530,4.21,2026-09-11
20110531,4.23,2026-09-11
20110601,4.28,2026-09-11
20110602,4.21,2026-09-11
20110603,4.21,2026-09-11
20110607,4.2,2026-09-11
20110608,4.19,2026-09-11
20110609,4.22,2026-09-11
20110610,4.25,2026-09-11
20110613,4.25,2026-09-11
20110614,4.27,2026-09-11
20110615,4.27,2026-09-11
20110616,4.2,2026-09-11
20110617,4.24,2026-09-11
20110620,4.24,2026-09-11
20110621,4.25,2026-09-11
20110622,4.24,2026-09-11
20110623,4.23,2026-09-11
20110624,4.26,2026-09-11
20110627,4.25,2026-09-11
20110628,4.26,2026-09-11
20110629,4.29,2026-09-11
20110630,4.29,2026-09-11
20110701,4.33,2026-09-11
20110704,4.33,2026-09-11
20110705,4.29,2026-09-11
20110706,4.31,2026-09-11
20110707,4.31,2026-09-11
20110708,4.34,2026-09-11
20110711,4.31,2026-09-11
20110712,4.2,2026-09-11
20110713,4.18,2026-09-11
20110714,4.19,2026-09-11
20110715,4.17,2026-09-11
20110718,4.15,2026-09-11
20110719,4.15,2026-09-11
20110720,4.17,2026-09-11
20110721,4.17,2026-09-11
20110722,4.18,2026-09-11
20110725,4.19,2026-09-11
20110726,4.23,2026-09-11
20110727,4.23,2026-09-11
20110728,4.19,2026-09-11
20110729,4.2,2026-09-11
20110801,4.24,2026-09-11
20110802,4.21,2026-09-11
20110803,4.15,2026-09-11
20110804,4.12,2026-09-11
20110805,4.01,2026-09-11
20110808,4.06,2026-09-11
20110809,4.08,2026-09-11
20110810,3.94,2026-09-11
20110811,3.92,2026-09-11
20110812,3.9,2026-09-11
20110816,3.92,2026-09-11
20110817,3.94,2026-09-11
20110818,3.93,2026-09-11
20110819,3.84,2026-09-11
20110822,3.86,2026-09-11
20110823,3.89,2026-09-11
20110824,3.84,2026-09-11
20110825,3.84,2026-09-11
20110826,3.87,2026-09-11
20110829,3.88,2026-09-11
20110830,3.84,2026-09-11
20110831,3.86,2026-09-11
20110901,3.81,2026-09-11
20110902,3.79,2026-09-11
20110905,3.63,2026-09-11
20110906,3.63,2026-09-11
20110907,3.7,2026-09-11
20110908,3.64,2026-09-11
20110909,3.6,2026-09-11
20110914,3.55,2026-09-11
20110915,3.62,2026-09-11
20110916,3.68,2026-09-11
20110919,3.79,2026-09-11
20110920,3.82,2026-09-11
20110921,3.86,2026-09-11
20110922,3.82,2026-09-11
20110923,3.76,2026-09-11
20110926,3.84,2026-09-11
20110927,3.81,2026-09-11
20110928,3.88,2026-09-11
20110929,3.9,2026-09-11
20110930,3.95,2026-09-11
20111004,3.8,2026-09-11
20111005,3.78,2026-09-11
20111006,3.81,2026-09-11
20111007,3.83,2026-09-11
20111010,3.85,2026-09-11
20111011,3.86,2026-09-11
20111012,3.81,2026-09-11
20111013,3.78,2026-09-11
20111014,3.77,2026-09-11
20111017,3.84,2026-09-11
20111018,3.84,2026-09-11
20111019,3.85,2026-09-11
20111020,3.85,2026-09-11
20111021,3.9,2026-09-11
20111024,3.94,2026-09-11
20111025,3.94,2026-09-11
20111026,3.92,2026-09-11
20111027,3.93,2026-09-11
20111028,3.93,2026-09-11
20111031,3.87,2026-09-11
20111101,3.85,2026-09-11
20111102,3.84,2026-09-11
20111103,3.81,2026-09-11
20111104,3.83,2026-09-11
20111107,3.83,2026-09-11
20111108,3.79,2026-09-11
20111109,3.78,2026-09-11
20111110,3.76,2026-09-11
20111111,3.79,2026-09-11
20111114,3.84,2026-09-11
20111115,3.81,2026-09-11
20111116,3.79,2026-09-11
20111117,3.82,2026-09-11
20111118,3.81,2026-09-11
20111121,3.8,2026-09-11
20111122,3.79,2026-09-11
20111123,3.76,2026-09-11
20111124,3.76,2026-09-11
20111125,3.8,2026-09-11
20111128,3.81,2026-09-11
20111129,3.82,2026-09-11
20111130,3.77,2026-09-11
20111201,3.8,2026-09-11
20111202,3.79,2026-09-11
20111205,3.79,2026-09-11
20111206,3.79,2026-09-11
20111207,3.79,2026-09-11
20111208,3.79,2026-09-11
20111209,3.79,2026-09-11
20111212,3.81,2026-09-11
20111213,3.8,2026-09-11
20111214,3.79,2026-09-11
20111215,3.78,2026-09-11
20111216,3.79,2026-09-11
20111219,3.88,2026-09-11
20111220,3.83,2026-09-11
20111221,3.83,2026-09-11
20111222,3.83,2026-09-11
20111223,3.84,2026-09-11
20111226,3.85,2026-09-11
20111227,3.85,2026-09-11
20111228,3.85,2026-09-11
20111229,3.79,2026-09-11
20111230,3.79,2026-09-11
20120102,3.79,2026-09-11
20120103,3.8,2026-09-11
20120104,3.8,2026-09-11
20120105,3.79,2026-09-11
20120106,3.79,2026-09-11
20120109,3.79,2026-09-11
20120110,3.79,2026-09-11
20120111,3.79,2026-09-11
20120112,3.79,2026-09-11
20120113,3.79,2026-09-11
20120116,3.79,2026-09-11
20120117,3.81,2026-09-11
20120118,3.8,2026-09-11
20120119,3.79,2026-09-11
20120120,3.82,2026-09-11
20120125,3.82,2026-09-11
20120126,3.82,2026-09-11
20120127,3.8,2026-09-11
20120130,3.77,2026-09-11
20120131,3.77,2026-09-11
20120201,3.76,2026-09-11
20120202,3.77,2026-09-11
20120203,3.77,2026-09-11
20120206,3.78,2026-09-11
20120207,3.8,2026-09-11
20120208,3.82,2026-09-11
20120209,3.82,2026-09-11
20120210,3.81,2026-09-11
20120213,3.83,2026-09-11
20120214,3.82,2026-09-11
20120215,3.83,2026-09-11
20120216,3.81,2026-09-11
20120217,3.83,2026-09-11
20120220,3.85,2026-09-11
20120221,3.85,2026-09-11
20120222,3.85,2026-09-11
20120223,3.83,2026-09-11
20120224,3.83,2026-09-11
20120227,3.82,2026-09-11
20120228,3.8,2026-09-11
20120229,3.82,2026-09-11
20120302,3.85,2026-09-11
20120305,3.88,2026-09-11
20120306,3.88,2026-09-11
20120307,3.9,2026-09-11
20120308,3.87,2026-09-11
20120309,3.87,2026-09-11
20120312,3.85,2026-09-11
